regime,qqq_cagr,qqq_dd,纯QQQ_final,持有TQQQ_final,TQQQ+SMA全程_final,组合_final,纯QQQ_dd,持有TQQQ_dd,TQQQ+SMA全程_dd,组合_dd
有大跌/震荡,5.361606865704016,-52.94465211268646,374424.0222132789,70675.65359888748,117581.93248580978,283136.2147335731,-52.28632729410065,-94.71892662050094,-77.92658059216859,-61.997152362411434
有大跌/震荡,-0.039645767011209365,-67.69183716646401,358492.5240234472,47960.06187786725,384472.1476038375,196713.75449462666,-67.57755132598935,-98.28704679996207,-78.90256647647062,-72.04530039288517
有大跌/震荡,-3.826464531632734,-77.53136563997123,309157.0277062597,67211.25649864136,231753.24383679565,220060.40069769786,-62.1198295423732,-98.6613213229028,-86.27915422436372,-86.27915422436372
有大跌/震荡,18.93718571892822,-36.89916161768261,1126007.1728664539,1573395.1983052099,1958587.2920958148,2358865.9998678965,-36.23506172424062,-86.85840773158381,-70.80530378910726,-60.254189754795995
有大跌/震荡,5.210497622041799,-45.059351768434574,449088.01395280875,109546.71957401637,166432.61248316875,259482.24115555934,-39.65053445276594,-90.48120544820057,-77.78215345825244,-59.3270255018287
有大跌/震荡,31.405608693756616,-35.420920442093006,3097804.333364754,44374995.248978995,17953642.8713779,5867337.293841263,-35.420890004474984,-78.59099435664534,-80.22672960630301,-41.06912697642565
有大跌/震荡,23.863787444129247,-39.406152621888566,1942375.916504875,10406534.691213202,7126819.380488136,5725701.663431957,-39.406158984802495,-84.64267429061526,-71.68719490293493,-39.406158984802495
有大跌/震荡,19.037911151908272,-42.79976453418804,1199030.963479289,3488000.1335124085,4119918.2205038047,4972969.451571604,-42.48794546057524,-85.91102740650233,-64.36894906734632,-42.487945460575226
有大跌/震荡,19.350189781037464,-52.44294879433904,1795769.3016135406,5709528.062127911,4399840.544087644,1471380.3289515448,-44.748335938416126,-92.10795928816881,-67.9171014082453,-67.9171014082453
有大跌/震荡,15.877872064092081,-42.18018888985227,1134401.1507964465,2380915.4082903867,2805287.6746393866,2710581.2010661196,-40.19891025314281,-87.74239811979011,-77.69176262830946,-67.60725924647457
有大跌/震荡,15.729383296192045,-47.9460411595362,1144129.1409441382,1818294.3814421361,1590290.2808803767,672696.82171038,-31.17228917792988,-85.6152935835254,-58.85591750044908,-58.85591750044908
有大跌/震荡,9.969072819889636,-45.77029749867273,670009.0623759867,247569.4342650291,82470.3185489831,222164.21190837742,-37.095836176384886,-89.74978093296713,-92.80221785167998,-88.55894027139064
有大跌/震荡,18.40286467236949,-38.31509832945481,1847984.5407956673,6339272.211891444,3246972.3782022684,1245417.4468263325,-34.020432554150716,-78.12803499103316,-63.09500236423518,-58.53915497703952
有大跌/震荡,9.600044817884168,-61.32773671370161,688481.8096476801,563513.2836661715,1235817.2048828157,662696.206080471,-37.434210895394784,-92.76462068064264,-69.65480265989963,-69.65480265989963
有大跌/震荡,10.382733556479916,-44.854342696328665,743781.7990687152,644680.0296426835,570912.4924092158,831041.7711937432,-29.526543826802452,-76.61364434984378,-69.42183991472135,-61.08697015610003
强劲平稳,13.18998456625009,-29.07779488367932,751907.1496893023,717178.2996277257,379605.7183026515,1070596.444793187,-25.863859894101672,-81.14127051192939,-82.77014349227457,-60.4771167670274
有大跌/震荡,11.92591932283371,-63.350101962090555,695130.0868220408,234877.2065104917,763238.8147062735,754214.7146795669,-63.02820111590336,-98.04150985649937,-77.66054071777317,-63.02820111590335
有大跌/震荡,20.51244690831453,-42.32032676712857,1845869.7539438275,7720373.976429378,3689800.305690556,3202039.7482851464,-36.46492243432628,-80.56889734191631,-80.5688973419163,-57.26786172739355
有大跌/震荡,19.168416060906846,-35.46309418612509,1253195.106807324,2764543.276867662,1726986.598570391,1957389.7039891656,-30.14565261293224,-76.90115002758789,-59.3927881766541,-59.3927881766541
有大跌/震荡,7.666374032770995,-52.100706857565136,411989.617310409,91189.17036582991,58689.83181891677,320908.73380814027,-47.60923162511499,-94.918506580409,-92.04460908883429,-65.40155438609528
有大跌/震荡,5.301572332477256,-54.354612089042945,448934.30781034176,150952.4786511449,297973.0776503392,394563.69045959564,-51.547516833281605,-95.18469269429433,-84.02975070748376,-77.28653284801597
有大跌/震荡,22.958977673269352,-38.31388694676823,1808452.7986370774,11603276.259737883,16005416.071651349,4569524.059434076,-28.559376548380033,-81.3738291654293,-55.73197728614036,-55.73197728614036
有大跌/震荡,11.721460511999581,-51.19808315885839,593644.5747776439,261011.99444072504,936762.6335596803,1001520.1805888349,-48.85874323251744,-92.8150497704466,-69.67739166218048,-69.67739166218048
强劲平稳,33.20739796016701,-30.36008042409727,2484150.505941082,30250021.61125373,15427897.424495894,13686155.987539107,-28.010104943946246,-66.0823090620893,-67.34265478095901,-46.592174434613895
有大跌/震荡,10.089095768775902,-54.09292595725628,979898.2979252115,2229358.71892065,1720205.6708806367,1255388.4852044776,-38.451680214259255,-84.2735980443089,-84.2735980443089,-84.2735980443089
有大跌/震荡,15.281168615322738,-43.63584780156856,1258835.8546168145,3171688.9292672765,3546574.8290760447,1731086.559925261,-41.34146306045826,-86.35833543926027,-67.86639274408198,-67.35074571801502
有大跌/震荡,15.325813124792354,-61.866882174811536,1032514.6041588793,1682089.454951397,1367160.5477026051,1046470.0426101083,-48.9634695352134,-92.11948840991522,-80.20850646265487,-80.20850646265487
有大跌/震荡,19.344047844858725,-51.57659820589796,1438695.211902646,4559581.945262189,5037685.582078237,1800282.8982725535,-41.46653284978148,-91.57286548211573,-63.47168301140576,-63.47168301140576
有大跌/震荡,10.354208317027647,-53.43627069756016,770165.5136713459,584626.9321476736,3031236.4018395143,1614897.746337439,-53.011042650894915,-93.53334197925159,-63.96381288187749,-62.83468957762391
有大跌/震荡,3.316634134548102,-52.4678471094173,347295.57788626733,37569.38359809047,63699.34243504525,325078.50399732846,-48.139694408979125,-97.05084400789143,-93.62162999395439,-70.24666491165557
有大跌/震荡,18.083807383077975,-40.44513790363532,1125009.6528712942,2222917.1935270857,1786098.135765179,834968.3474878271,-28.84281544866457,-84.88504311171657,-79.38159050295666,-74.38999450695881
有大跌/震荡,16.904323236688555,-46.29338346450884,1313718.7110294562,2274415.972200914,1334819.265882952,593249.70826222,-37.40680109475571,-84.86128249856213,-80.40310132140279,-80.05918815701654
有大跌/震荡,4.166353328185823,-66.10306855115228,299612.02523765387,23306.584491041922,171461.3538865993,238631.19893163056,-63.348679632159865,-98.6474318655242,-83.86893743228964,-70.47637810120044
有大跌/震荡,1.3207487215359581,-68.82995587094763,243429.0305683121,13034.441330005944,525836.2309643449,420161.80094935896,-68.50377867718117,-99.11320541376666,-79.25642389359712,-68.50377867718123
有大跌/震荡,14.089517150974817,-53.61218388653791,1108836.3729075263,890433.8319555246,1984682.8797859335,3209802.8169068256,-53.26486998572098,-94.43372749825294,-79.39152799418956,-53.26486998572102
有大跌/震荡,6.6659334470263065,-60.34792495902299,514733.964092075,124956.48354739873,80393.15329352363,209533.9809193621,-49.726883518809196,-95.31837183202438,-91.11575483132684,-68.12323256684914
有大跌/震荡,10.779354863296753,-53.11564486607113,510133.0641875792,121681.07008702417,235836.67889501256,751367.2137597146,-52.69099274458321,-94.40395861929348,-84.36398555862358,-64.28921104419186
有大跌/震荡,9.45877180742456,-49.75328680719676,1029977.2722508134,1710401.667717541,684712.1131083627,874320.2000668314,-38.252806976049705,-86.27346509590052,-70.05378315301958,-63.65931141308635
有大跌/震荡,-3.771202259080053,-68.49778961114032,298455.6515328802,59425.31617129424,186862.39796146334,178130.88446799637,-51.99639415852001,-93.06373518342926,-80.20531971454938,-70.14875975357815
有大跌/震荡,-1.2240301522204566,-61.79153193893276,375519.04496017966,86925.3834980522,64901.72403616915,225018.2682230541,-39.91075157362985,-85.99266235455794,-82.41971070187152,-78.80845446971043
有大跌/震荡,23.039846658265084,-62.055489350936924,1411229.0925717852,2298496.4829772264,4196528.672548892,6947092.697368272,-62.05548793267157,-97.4169973723884,-82.06891908510788,-62.05548793267162
有大跌/震荡,3.450260787272086,-52.48146639398441,741572.0660588657,980650.765744153,750243.650006603,733381.525072806,-30.75624325241263,-79.27094714814645,-68.35124725839418,-68.35124725839418
有大跌/震荡,10.57559042719527,-72.48183681857088,652800.5163413975,347331.5357370274,1634223.958622444,683328.1407945496,-62.90508474685217,-98.61711912010033,-90.98310001270853,-90.98760846270217
有大跌/震荡,1.5610803811861196,-66.99524510077148,733922.8256707721,684721.3751554191,304176.3885280662,505643.1442306675,-32.43637635293912,-76.82901221475925,-67.25856071989973,-61.73027806731257
有大跌/震荡,5.70915995577006,-54.44327369934552,641923.7865550348,545047.759944082,909639.0194053813,923825.5147036423,-36.672328491498284,-88.6354884537391,-61.11263949355597,-57.63522661669176
有大跌/震荡,10.153652340468877,-55.15347320929027,611097.9984764907,319107.7445178885,574653.0823677519,593624.9225542335,-48.25473424968034,-95.41882619234488,-79.20339902495493,-74.23703816372445
有大跌/震荡,-0.8756331569662157,-66.64165958405238,454682.6355415762,75017.55211628844,544676.0059456707,890774.5558237671,-66.64167059629563,-98.68112131240002,-79.02037259546863,-74.30931322591896
有大跌/震荡,-0.7607393593467182,-57.67349984376375,265163.9495933773,27626.75456502469,77158.36068505519,244837.2977360594,-53.25491195705626,-97.10495686660802,-90.68482651625092,-70.44128616193541
有大跌/震荡,30.885790948089898,-36.2715838738284,2634014.294472525,22200730.2746965,10412210.532141784,6784761.250347886,-27.558152276808677,-81.43332253906303,-68.20317206531999,-55.226339586895044
有大跌/震荡,1.4398599258318434,-58.750340493676326,442978.0071460511,81849.51658406365,326095.5632845233,377162.90206555993,-58.3737868287159,-96.0338827520941,-83.51226284053682,-69.1286408645915
有大跌/震荡,19.68909975336586,-40.323194876427834,1242226.6351174118,2935427.4209025493,3854706.2934421166,2351511.045434358,-38.06914283316555,-84.30398574960634,-58.5410117778033,-58.5410117778033
有大跌/震荡,15.960493254883247,-61.492279656071005,607347.7706888809,160417.10385986572,625355.4977131444,1022879.5546656891,-53.79534263884058,-98.60632619446419,-89.44938010405713,-81.47962313353449
有大跌/震荡,24.569119576126397,-47.9293544457978,1782169.342384505,6671251.47349633,12218995.82105902,9416557.28599248,-47.92936683327803,-91.77852159450721,-68.80637171704389,-54.496221200884584
强劲平稳,21.60943581914776,-32.6077725474178,1562829.4940731556,3330163.8598908144,1138577.0518132045,1342277.4125565072,-28.559376548380023,-72.26835646176998,-71.08935556741105,-56.08857967955112
有大跌/震荡,14.989901759893254,-49.67843382027578,911743.9908241548,1196933.6549807794,637020.2300864047,453325.5467267548,-47.110160311657054,-92.25352203507722,-84.50477496890771,-74.31548490545609
有大跌/震荡,15.789361922996626,-48.389375237721666,1084581.1170126728,1963822.6480794277,937897.3009840756,891831.4835311893,-35.71787058792266,-81.74552774919948,-58.486248939217944,-58.486248939217944
有大跌/震荡,4.052358316043958,-66.66711371771822,860846.4373013495,1028411.9435095714,670208.1860932241,746551.5310143122,-42.92458292576218,-86.06445151751136,-75.97100823439877,-68.69975700742863
强劲平稳,13.579243388362162,-32.67271079100353,1113718.0766522526,2054864.2192963804,555165.9041960817,2705528.718497688,-31.97663426702363,-86.44257431292874,-91.85053416122942,-53.78552519205621
有大跌/震荡,4.494242979222696,-55.05465806567478,469036.4772962987,134896.1360093111,118971.85400760217,472426.5207912129,-44.85849439099897,-90.3500994775785,-87.66230368768524,-54.22371811016151
温和平稳上行,11.936925453194668,-26.66174930990651,805745.2737553503,1068547.7772446387,556406.7069608779,499806.57797583146,-26.66174878428401,-64.84207723844162,-53.99843767846219,-41.30762997298244
有大跌/震荡,11.364167414530968,-47.33253083113909,529690.7952408503,233227.11454498195,383841.2216066411,704209.6952284541,-46.968968725875214,-92.16016878458684,-79.0864340418733,-60.2659087237557
有大跌/震荡,12.046638228342378,-47.92935444579778,868152.3050941511,676427.2466277668,757092.5234910441,620659.6217805513,-36.903511526900004,-87.12650226776057,-70.07531745826371,-66.5554196938898
有大跌/震荡,-1.7151983751947486,-69.05678162066293,309138.46723764116,28233.637403174627,56639.908258340394,257498.24011132505,-56.60210141614179,-96.43991801415324,-93.46977540894348,-80.54073916089747
有大跌/震荡,14.747457866476243,-62.478911590793,596843.7847466914,372681.2803741084,645437.7348211518,1945266.6071790762,-61.16290025943319,-98.22288844982474,-92.98481510936125,-76.40383037083238
有大跌/震荡,-2.931870915690371,-48.873304483288095,345356.41039829486,68047.66084792517,165789.6273233073,152056.85373375483,-47.21263488459855,-89.98229564013909,-68.79315736431839,-68.14227298893823
强劲平稳,20.886586064022005,-34.45426582764662,1053767.7328839134,2036424.0266895718,2634525.907117056,1831759.547862427,-33.51759560693387,-80.4903648607487,-65.87468552756133,-62.346397621774585
有大跌/震荡,7.850528423061354,-45.203832660435715,761678.5959342855,888983.8730972513,394162.2409948529,490867.375870946,-30.24168256443729,-73.51162896856096,-66.56169189570194,-65.38293115314835
强劲平稳,17.08523320870894,-29.37992503156123,1059379.97040665,1776156.6167664402,189585.81849285704,568958.7014118045,-20.901051908790226,-59.02513337723374,-82.17093292308193,-69.72285405763216
强劲平稳,22.042864278023,-26.328403809276544,1510764.997790194,5374118.1138506755,3332107.3476212905,2192214.7925217655,-26.277016923953454,-68.85018709852034,-65.64315738733445,-48.67287924478575
有大跌/震荡,-7.216099316164182,-76.53290615245209,420560.17679172696,107664.27847043877,366696.2370756782,225631.801939995,-49.498417457431565,-94.9593777277998,-70.71035250573131,-67.00688734415088
有大跌/震荡,14.060500784207752,-46.31045468678862,1134648.403729874,1997295.7846751178,1917162.5260702036,1146623.7457048532,-39.14221919159188,-86.8084083128402,-71.89100581733481,-71.89100581733481
有大跌/震荡,3.1451858335113547,-65.57463513729093,357608.21162639867,45814.05450574614,212267.82542514868,217022.17917510355,-65.16153728593821,-97.54831088995013,-77.86904202709881,-73.04417718029137
强劲平稳,16.034939554728634,-34.30325698402056,1080262.691662351,1623601.3329635318,1223819.2936620433,1843033.1581853346,-33.48743240692288,-77.2488083566842,-64.91916692708233,-63.72702527831318
有大跌/震荡,-7.949103831561565,-75.50021047795038,169733.27285254592,4624.083985312201,35360.233301077315,69008.30024200548,-69.73361982374989,-99.45270786568638,-89.51465806966647,-79.96520060730941
有大跌/震荡,-6.096726624683802,-89.62158124852209,579879.4675122647,515548.4460897191,262645.49489944096,353664.70590165997,-54.44419249856078,-94.25878051450978,-72.63245092178123,-72.63245092178123
有大跌/震荡,8.31154952721831,-56.02741887722995,811441.9197431452,687627.4996186176,1041664.792753049,596286.0473898062,-55.31164599786899,-94.36313702296295,-73.99811517466485,-68.61583005016386
有大跌/震荡,6.955085354386181,-66.82095080432593,481528.06622671237,54822.56801409865,542281.8560252211,375454.3996851285,-66.82094875774698,-98.43373457175993,-78.80346764900685,-67.77997235879808
有大跌/震荡,0.9363628038014049,-73.16032147555063,274540.0405608759,11810.150586767164,145973.4053728308,301003.8375693635,-72.41103807432128,-99.35104853288188,-90.13933678479856,-73.89728331670675
有大跌/震荡,7.79050021381682,-53.78957378347528,476515.75487387046,82989.22699189719,114605.6378936134,562702.0569664913,-52.31785363053343,-97.32301288654216,-91.57881864437017,-60.92755521477452
有大跌/震荡,-0.6227768943016354,-59.231065702029895,346252.2888786972,57425.72743711337,277402.7985491446,405013.77852909535,-58.97632350586196,-96.93106285446208,-76.4435583399755,-63.33659605671724
有大跌/震荡,15.316948664373541,-49.80061231866796,1229843.4855428592,2952647.240310446,7660747.154995978,2321673.503834834,-49.37124397444032,-90.1012327839372,-66.480167961377,-66.49692787739632
有大跌/震荡,6.784460587483232,-45.470292546912226,809615.2286009713,763883.7755633187,854430.9313260642,362216.2356420209,-35.83987222982644,-87.31839194715653,-72.03670718971364,-72.03670718971364
有大跌/震荡,11.668308811588757,-43.93474652642286,699867.2279640017,625051.3489913907,524559.6185248921,367323.8994405751,-36.762222135866715,-83.5661090576525,-65.58328845977657,-65.58328845977657
有大跌/震荡,17.9430483996587,-43.27959975558674,1295045.6241057303,4492908.740759742,3438289.5005572448,2612162.887041475,-34.51601354717887,-83.41551761774944,-64.30918013758577,-64.30918013758577
有大跌/震荡,20.596632035655006,-40.41958378364248,1364274.2715723184,5613618.750908208,6216173.181670237,6964251.089868015,-40.41956552934999,-85.31013449422943,-70.41287982780653,-44.591879510700885
有大跌/震荡,19.751597582574565,-36.580950287966665,1343712.2666586472,4956131.400803818,7513976.151837667,6027024.641201929,-36.28107829733904,-78.96598080436712,-63.11463974935745,-59.204775283440334
有大跌/震荡,19.33338637656359,-48.64385693738097,1125489.100651531,2197210.863626053,2000555.816175339,2711663.2717988477,-44.07538644380098,-90.78476682345918,-63.83939557819578,-63.83939557819578
有大跌/震荡,18.37760178704979,-50.754744065266024,1122904.5182998327,1227289.9861749546,1152962.856124414,1067707.3523702081,-42.270027036870786,-93.77346905869712,-75.88293688483037,-75.88293688483037
有大跌/震荡,19.835402659500232,-47.363215711439345,1279713.6049593575,1926146.4303711513,3235076.389103241,5161281.2908080425,-47.176109847607385,-93.37820134932456,-86.59087667417668,-47.41230775117216
有大跌/震荡,11.509478959639718,-49.753286807196815,1140711.1460223738,2093342.8571713194,1102283.122186936,935916.4412989527,-41.640410500911784,-87.42825678120745,-81.961305555457,-72.1070167754231
有大跌/震荡,25.512871336778886,-35.800499585474164,1981483.810781077,8787895.098183436,4430688.58069853,1819037.017141736,-33.832851396559015,-79.00328835658527,-65.65655784044489,-65.65655784044489
有大跌/震荡,-0.9053188916035682,-83.83878910230982,968104.818274718,2589808.6262894827,2647260.5715362206,1996302.1107722213,-32.88463137963773,-82.46229883622203,-68.93886335896757,-68.93886335896757
有大跌/震荡,10.486369599590217,-47.158855618321326,875195.663036745,989735.5495970653,542848.4540062154,720920.4706776718,-37.422775130023346,-86.00998943948682,-67.49834005018202,-67.08720086071185
有大跌/震荡,3.51733774643026,-77.81267006174741,1147706.1936850313,2837560.0821002442,1707397.704303208,915332.3960116531,-32.829792605443906,-78.08364232602851,-66.8311878954061,-66.8311878954061
有大跌/震荡,7.845175669671867,-40.25126099920031,599405.3773696416,316341.11925433535,300778.70438662823,338946.61653437966,-39.44585901492286,-84.93093512182371,-77.00159669662283,-46.908625457840635
强劲平稳,27.5197516660014,-33.72496299095475,2399585.8347725677,20117163.119197335,12432856.651404297,8004236.921521019,-30.271038095365142,-78.74014533238838,-68.7420618886022,-68.08398475775252
有大跌/震荡,15.198070342414072,-42.24154956508486,932022.3898906609,677276.1680962454,425881.80775789724,349420.0218151375,-33.76145658182804,-86.8326956758856,-85.9456608639262,-85.9456608639262
有大跌/震荡,13.617226795857018,-42.123065617826626,678806.4487816052,444530.6832297101,622668.8145381686,856668.7306351758,-40.14743865220287,-91.8614700711739,-73.46152835144359,-59.80758303640388
强劲平稳,15.419876950516365,-28.940177948153924,1096882.5464588148,2622526.4832319864,716872.5151772946,1248789.060478181,-21.425135105744275,-62.4269282518489,-60.72821698843235,-60.72821698843235
有大跌/震荡,9.030423794274167,-36.34725974629686,562984.0141589568,270160.54111920967,227877.70567490094,662542.3837592254,-36.01567985617265,-90.50978285181257,-86.72144484404714,-61.39330278121034
有大跌/震荡,13.755594328761344,-48.73750070646783,1146848.5641594378,2146901.8256962914,2131180.1536696977,3031683.610632965,-41.196860075721645,-90.65136156590712,-66.05952293048927,-60.62466406799927
有大跌/震荡,23.606478644123218,-51.27986950211001,2581281.068582804,38236101.82482896,45523539.635777265,9638462.284435043,-34.04990854037716,-86.42782128124627,-65.90843408708744,-50.452874446172224
有大跌/震荡,8.280222464542298,-64.39824671528514,439129.3188765477,93044.52753318292,409214.6430809648,377504.6349873935,-54.21848728868257,-97.91630455672713,-87.85972778416267,-81.7059930259006
有大跌/震荡,16.87186648133361,-36.131841867349415,1256417.0761281475,1384017.694243704,859626.275204172,1082733.5129318119,-32.49293327148754,-83.66912985483843,-81.48350835265632,-60.07949104999092
有大跌/震荡,27.868046762666943,-39.78873239436622,2202732.6414272673,11994341.109206636,9381319.913587434,7755658.882388264,-39.087447149407275,-86.04240612993404,-70.20684533065047,-70.20684533065047
有大跌/震荡,17.00917586088806,-46.60920636524287,1187792.339679647,1522547.0658748846,882227.5410543095,1589155.0186355654,-45.88513678036967,-89.29414130191495,-78.21041026037884,-55.78195401258801
有大跌/震荡,8.858614205405901,-60.39164953186498,637461.3101803812,296624.9865965241,806551.0529406678,463899.30720557366,-44.59969614542959,-95.08098577716568,-78.03446262533762,-78.03446262533762
有大跌/震荡,18.171569117880804,-38.327642214606364,1400161.7857223223,4524332.552767853,3295793.3205164606,3106422.0426031635,-38.235726155512616,-81.96766136740989,-63.17213017689346,-60.3806545896657
有大跌/震荡,0.4044713885766882,-67.40829179093085,604377.4132528269,681057.372052426,599320.8373215364,805366.4605803759,-39.93162944309753,-88.465650987833,-53.411047382015674,-53.411047382015674
有大跌/震荡,16.05542949576968,-36.17942060401384,978208.1752239519,1200005.8852661997,461801.1118223579,886694.9447296509,-28.61619910636741,-71.64800045426911,-69.62065160366147,-62.07956431996953
有大跌/震荡,5.915931283478715,-51.43818937253233,392992.65157379553,77265.50957995318,506708.20256808575,469302.5311343114,-51.15470840531909,-96.04371973186232,-64.31016130455282,-64.31016130455282
有大跌/震荡,-5.545529424272733,-77.99605245049,135212.2484468365,1709.8461506703977,95927.5633362647,108726.72724539482,-71.67727911727066,-99.68042673727439,-85.78946667680181,-83.89342200607256
有大跌/震荡,10.070619901522226,-56.87785913155441,632041.7348953099,187911.14087536844,516437.730526201,480661.07171128335,-48.398056434417406,-94.18488643228635,-71.07729348707792,-71.07729348707792
有大跌/震荡,23.691573704727166,-36.46496815286627,2139898.9979174025,7711670.551975751,1765736.8724225764,1617323.7112206186,-35.11193879111445,-80.21316115040466,-82.13232506693038,-82.13232506693038
有大跌/震荡,6.106788130115048,-51.460452944874525,794919.2396784608,419461.0987723579,1371262.910377211,1055551.5690585915,-44.91832678401939,-91.72495226965503,-73.29252839944849,-67.07738481901511
有大跌/震荡,22.88339118194451,-35.57383269495611,1241607.221209633,2696763.572104722,1173557.067566269,1112169.5943661027,-31.740978194663462,-76.39745025349923,-74.01175356853697,-74.01175356853697
有大跌/震荡,16.09522314218843,-51.303015613966075,925583.2895113921,932057.536381706,1207089.5029861552,747573.3691485948,-46.999509256736815,-93.34013783524568,-72.53252363469528,-60.136159553196464
有大跌/震荡,5.944901765075983,-62.93764898720649,532830.2752970743,233276.59468588766,625842.8446894657,352750.95272524946,-44.54292805700963,-93.9901351998401,-65.67073219037074,-58.138542345902245
有大跌/震荡,19.158383104839018,-45.5478390127623,1749016.6080531005,6394333.602844389,1501807.9031808337,3588337.1902013575,-28.559376548380023,-77.32087259946015,-85.12357772788943,-73.08324328114628
有大跌/震荡,3.959579297806659,-38.79711908287874,511187.18786632403,178316.48504322194,138828.8314609503,245241.09562288618,-32.19509372040936,-79.06618334871315,-72.31094265053567,-65.39592502572049
有大跌/震荡,12.670968923898007,-65.28140567830019,684648.1662468172,334987.865613438,1164143.4765918881,2476050.1583626145,-64.0138176394409,-98.88017044032826,-90.77390788112939,-74.15551410250558
有大跌/震荡,14.048119105729473,-50.408263711672596,935154.4214487915,566807.8126831569,768487.3622055526,1250646.7505341226,-46.10338750282644,-92.49280297123049,-73.82903772711973,-70.71265951512116
有大跌/震荡,10.311224254004415,-49.17460331541147,924432.5932647556,813663.1654403612,1061615.9268132187,1216392.4632818876,-43.48317068298066,-86.84961400766409,-74.2518164683316,-55.87667441470736
有大跌/震荡,20.399564876398202,-44.34920543752364,1192026.9631071961,2711178.4117762726,1316936.4546203637,1252627.1839672164,-31.95667559221932,-84.31318833916681,-58.159928699738096,-58.159928699738096
有大跌/震荡,23.051929602087018,-42.582128023217045,1256791.1101212935,1710875.7445944992,1159632.460044493,1864280.0696273143,-42.400527894272734,-87.99659257677452,-81.69795320646037,-81.69795320646037
有大跌/震荡,7.1363869383080925,-67.39692674086828,896164.2028662555,1137521.224717654,920787.7839638602,1022126.6852829518,-44.54098890542001,-89.58227007025941,-79.27915883989075,-69.10557103031137
有大跌/震荡,6.431650371711872,-58.48630432049872,400843.4955024026,101875.0528610477,505495.89503746305,384474.323102006,-57.960224159292174,-96.50066682584333,-79.11902411157699,-78.16582269503974
有大跌/震荡,13.04025447433892,-39.6068169478181,1117157.9350693363,2639428.844047673,2039106.5364806743,2326168.11683056,-27.398397861622758,-72.92538257333246,-63.351970248376446,-63.351970248376446
有大跌/震荡,-0.4734763785959051,-64.44260717632085,345578.2579868253,58750.07505015701,838733.9783845426,424965.91185296135,-63.82999981162713,-98.06542516710533,-75.9907375313128,-63.82999981162718
有大跌/震荡,18.301252500437503,-35.06436593838358,1176039.76691587,2620066.0752459806,1754287.4743694598,713500.2489987119,-29.751928433634443,-74.7400010966763,-65.27243804198584,-65.27243804198584
有大跌/震荡,18.07723799076937,-47.16587889442649,864104.7212930244,987164.4717516546,1104833.7416340932,1360219.8714981629,-46.961680084955645,-89.6071440622432,-74.99491863575977,-74.99491863575977
有大跌/震荡,3.635611756567614,-59.79274336342384,357043.9396593579,49281.727967833074,209837.06252194344,333122.87129038933,-56.549789989721134,-97.76597322733825,-86.99594517157615,-80.492532382702
有大跌/震荡,3.51432746772522,-50.28503895228529,540706.2072034039,250161.56719616323,403835.42987774644,452750.4077413802,-47.03080437785259,-89.3774283816429,-69.6437972076117,-69.6437972076117
强劲平稳,17.716235841631402,-24.818447255376995,1350598.6675823247,4218530.058179039,1738176.5865743156,1143157.4687585053,-21.976234286870522,-63.17189164069789,-60.43795254089619,-60.43795254089619
有大跌/震荡,22.929255972326956,-35.43418447990042,1525678.8470518666,6710688.078411658,4656721.231305927,2515486.365184405,-32.93192261470874,-81.54647128022002,-68.766378090249,-58.15283256404251
有大跌/震荡,10.619623729012861,-44.37842631181107,721903.5204391272,427942.369392621,347812.11963467207,518228.13245748857,-38.20773867931475,-88.09165316184317,-80.56563096661115,-80.30741077433275
有大跌/震荡,5.7440832177724,-64.16761397564834,605564.6790903856,342868.732973912,544770.6041202539,371239.36299755436,-56.99220251363754,-95.62436819024455,-74.40701434772873,-74.40701434772873
强劲平稳,33.877488319918434,-32.9429044087468,2084453.1357615374,26426885.890931845,20936611.55234448,28069648.65490554,-31.987803047482455,-82.91999297279762,-78.36881926510733,-51.250455448903345
有大跌/震荡,10.822600400977155,-38.15535986100868,640037.7203729261,490301.6999555975,384741.17769619956,483108.2539338987,-31.205297356022733,-80.40140223249931,-64.70377559650117,-59.1199014700275
有大跌/震荡,11.853303179631226,-47.30331541432658,551978.2488632307,220310.61396621776,603977.5269437492,1457775.8946197012,-46.714711267405775,-94.3954505821793,-81.4424501690508,-51.05019804284105
有大跌/震荡,33.258117001620114,-45.709388320785685,2679762.695569064,29434850.752685007,36490964.83456145,16687246.595350455,-45.13875230925626,-90.12488228642161,-74.6310580786369,-70.83673056510354
强劲平稳,15.798541153448786,-29.656280120081725,862849.1019645875,1137534.8029107975,655958.7301696772,479246.7936204643,-27.20726744643278,-69.58273166364441,-71.30701256533175,-66.68322915884353
有大跌/震荡,10.191324531585844,-59.926115645795754,896440.8810093493,1237734.6175871538,4763657.412697918,1352040.7213899696,-58.15862686381029,-95.69562214961141,-80.84991770060167,-80.84991770060167
强劲平稳,25.519531174675357,-20.671583598213683,1956704.1392519635,13492722.989429776,5644144.207819955,2632504.3043514113,-20.471825765347397,-57.58516454092848,-66.78181827004711,-47.58843675296214
有大跌/震荡,6.507991449575967,-79.21492956559217,286784.6378439521,21766.2513730067,160872.79494070567,361029.2565548475,-75.37102778331499,-99.85116544476239,-98.33437077929992,-95.1729676605704
强劲平稳,17.8123392644562,-32.67662095814907,1306553.2986507276,3325131.0934295584,2290678.6162185683,1897559.5789824429,-32.676606533271936,-75.02863595068702,-57.5353358395003,-48.54231062342739
