H,invested,QQQ_mult,QQQ_irr,QQQ_dd,QLD_mult,QLD_irr,QLD_dd,TQQQ_mult,TQQQ_irr,TQQQ_dd,TQQQ+SMA->QQQ_mult,TQQQ+SMA->QQQ_irr,TQQQ+SMA->QQQ_dd,QLD+SMA->QQQ_mult,QLD+SMA->QQQ_irr,QLD+SMA->QQQ_dd
3,37000.0,0.7022593514732846,-22.078587511727715,-51.828882222079706,0.4171324188649714,-50.38689761455716,-87.30379693491184,0.29557167920109284,-66.39852155307145,-96.82033759774643,0.4621747789150057,-45.1975190836326,-83.60254435399929,0.582049715694276,-32.842896903240046,-69.79093538928039
5,61000.0,0.8692983077251399,-5.530741484396103,-51.828882222079706,0.7056252995380794,-13.707618583367015,-87.30379693491184,0.6623427616449988,-16.17947402198043,-96.82033759774643,0.9577901262502602,-1.7071841088593005,-83.60254435399929,0.9294122321274492,-2.8954089723945886,-69.79093538928039
7,85000.0,1.0326955775609712,0.9125985755329482,-51.828882222079706,0.911676905321778,-2.6321749235421157,-87.30379693491184,0.8757082276515692,-3.782823673535958,-96.82033759774643,0.931236217135482,-2.0266245215528307,-83.60254435399929,0.9978764123359826,-0.060355330309821174,-69.79093538928039
10,121000.0,0.6907389684603904,-7.583762651317224,-51.828882222079706,0.2963830592995406,-27.663681221857367,-87.30379693491184,0.1344773645285023,-52.689019099275214,-96.82033759774643,0.4910119245489124,-15.101187934705557,-83.60254435399929,0.593721478689625,-10.84267290071974,-69.79093538928039
12,145000.0,1.4150679942842512,5.614952240569293,-51.828882222079706,1.2357171683768515,3.4555603096198784,-87.30379693491184,1.058015553131693,0.931859545288185,-96.82033759774643,1.3826981797740332,5.248814779252589,-83.60254435399929,1.4654142084701973,6.1662292317389,-69.79093538928039
15,181000.0,2.177991483369758,9.719665957279803,-51.828882222079706,2.8225267526360907,12.766871585005052,-87.30379693491184,3.3802947332583275,14.853252845550436,-96.82033759774643,3.2543095357630065,14.415697729820076,-83.60254435399929,2.8244801987914543,12.774922659071258,-69.79093538928039
17,205000.0,2.3893891496449355,9.487636313132672,-51.828882222079706,3.310565597735618,12.792465866038302,-87.30379693491184,4.072049601754663,14.850844209066288,-96.82033759774643,3.7023673455957935,13.907762349476084,-83.60254435399929,3.177597566823457,12.381634546170348,-69.79093538928039
20,241000.0,3.6041688614650225,11.493995001887372,-51.828882222079706,7.022691748862968,16.926639972396345,-87.30379693491184,11.632873780255716,20.946656731801134,-96.82033759774643,8.19359953399322,18.160226577310816,-83.60254435399929,5.8671450884426255,15.480138160349611,-69.79093538928039
